collection,corpus,transcript,utterance_id,classification,multiplicity,alignment_basis,spacy_subject_surface,spacy_verb_surface,spacy_subject_lemma,spacy_verb_lemma,spacy_verb_pos,spacy_subject_index,spacy_verb_index,ud_subject_surface,ud_verb_surface,ud_subject_lemma,ud_verb_lemma,ud_verb_pos,ud_subject_index,ud_verb_index
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1246,spacy_only,1,token_indices,you're,you're,you,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1248,spacy_only,1,token_indices,Mummy,run,mummy,run,VERB,3.0,4.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1267,spacy_only,1,token_indices,you,talk,you,talk,VERB,4.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1268,spacy_only,1,token_indices,name,what's,name,be,AUX,4.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1270,spacy_only,1,token_indices,name,what's,name,be,AUX,3.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1279,spacy_only,1,token_indices,name,what's,name,be,AUX,3.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1282,spacy_only,1,token_indices,you,are,you,be,AUX,5.0,4.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1286,spacy_only,1,token_indices,you're,you're,you,be,AUX,5.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1289,spacy_only,1,token_indices,four,are,four,be,AUX,3.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1291,spacy_only,1,token_indices,you're,you're,you,be,AUX,6.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1293,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1297,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1312,spacy_only,1,token_indices,name,is,name,be,AUX,3.0,4.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1316,spacy_only,1,token_indices,Jwww,is,jwww,be,AUX,4.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1318,spacy_only,1,token_indices,Jwww,is,jwww,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1326,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1327,spacy_only,1,token_indices,Jwww,is,jwww,be,AUX,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1328,spacy_only,1,token_indices,Jwww,is,jwww,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1331,spacy_only,1,token_indices,Jwww,is,jwww,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1343,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1346,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1349,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1350,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1358,spacy_only,1,token_indices,I'm,I'm,i,be,AUX,10.0,10.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1359,spacy_only,1,token_indices,what's,what's,what,be,AUX,2.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1361,spacy_only,1,token_indices,it,is,it,be,AUX,3.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1365,spacy_only,1,token_indices,it,is,it,be,AUX,3.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1366,spacy_only,1,token_indices,it,is,it,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1370,spacy_only,1,token_indices,it,be,it,be,AUX,1.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1376,spacy_only,1,token_indices,it's,it's,it,be,AUX,6.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1377,spacy_only,1,token_indices,it,be,it,be,AUX,6.0,8.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1385,spacy_only,1,token_indices,+...,is,+,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1390,spacy_only,1,token_indices,oink_oink,says,oink_oink,say,VERB,4.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1426,spacy_only,1,token_indices,batteries,are,battery,be,AUX,2.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1438,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1473,spacy_only,1,token_indices,what's,what's,what,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1475,spacy_only,1,token_indices,what's,what's,what,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1478,spacy_only,1,token_indices,what's,what's,what,be,AUX,2.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1480,spacy_only,1,token_indices,what's,what's,what,be,AUX,2.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1488,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1488,spacy_only,1,token_indices,it,isn't,it,be,AUX,6.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1497,spacy_only,1,token_indices,you,have,you,have,VERB,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1519,spacy_only,1,token_indices,it,is,it,be,AUX,4.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1555,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1556,spacy_only,1,token_indices,you,get,you,get,VERB,3.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1566,spacy_only,1,token_indices,you,won't,you,will,AUX,6.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1572,spacy_only,1,token_indices,that,what's,that,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1576,spacy_only,1,token_indices,that,is,that,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1589,spacy_only,1,token_indices,mouth,is,mouth,be,AUX,2.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1593,spacy_only,1,token_indices,we,needta,we,needta,VERB,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1605,spacy_only,1,token_indices,it,is,it,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1608,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1616,spacy_only,1,token_indices,what's,coming,what,come,VERB,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1618,spacy_only,1,token_indices,what's,coming,what,come,VERB,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1628,spacy_only,1,token_indices,it,is,it,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1651,spacy_only,1,token_indices,one,where's,one,be,AUX,5.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1657,spacy_only,1,token_indices,you,weren't,you,be,AUX,6.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1663,spacy_only,1,token_indices,it,was,it,be,AUX,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1696,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1703,spacy_only,1,token_indices,matter,what's,matter,be,AUX,3.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1705,spacy_only,1,token_indices,what,hurts,what,hurt,VERB,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1720,spacy_only,1,token_indices,that,was,that,be,AUX,2.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1720,spacy_only,1,token_indices,it,wasn't,it,be,AUX,7.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1723,spacy_only,1,token_indices,that,how's,that,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1725,spacy_only,1,token_indices,wanna,lie,wanna,lie,VERB,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1737,spacy_only,1,token_indices,it,be,it,be,AUX,1.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1738,spacy_only,1,token_indices,it,isn't,it,be,AUX,7.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1744,spacy_only,1,token_indices,let's,turn,us,turn,VERB,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1746,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1751,spacy_only,1,token_indices,you're,you're,you,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1755,spacy_only,1,token_indices,anybody's,coming,anybody,come,VERB,4.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1761,spacy_only,1,token_indices,who's,who's,who,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1764,spacy_only,1,token_indices,who's,who's,who,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1778,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1779,spacy_only,1,token_indices,it,isn't,it,be,AUX,9.0,8.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1783,spacy_only,1,token_indices,it,be,it,be,AUX,5.0,7.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1789,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1794,spacy_only,1,token_indices,you,don't,you,do,VERB,8.0,7.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1811,spacy_only,1,token_indices,it's,it's,it,be,AUX,2.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1812,spacy_only,1,token_indices,fingers,caught,finger,catch,VERB,5.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1814,spacy_only,1,token_indices,fingers,caught,finger,catch,VERB,5.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1815,spacy_only,1,token_indices,you're,you're,you,be,AUX,2.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1878,spacy_only,1,token_indices,favorite,is,favorite,be,AUX,5.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1878,spacy_only,1,token_indices,you,don't,you,do,VERB,9.0,8.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1881,spacy_only,1,token_indices,you,don't,you,do,VERB,7.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1883,spacy_only,1,token_indices,you,don't,you,do,VERB,6.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1961,spacy_only,1,token_indices,Fraser,chicken,fraser,chicken,VERB,3.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,1993,spacy_only,1,token_indices,you,don't,you,do,VERB,6.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2018,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2024,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2028,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2030,spacy_only,1,token_indices,you,are,you,be,AUX,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2030,spacy_only,1,token_indices,you,aren't,you,be,AUX,5.0,4.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2032,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2033,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2039,spacy_only,1,token_indices,you're,you're,you,be,AUX,2.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2058,spacy_only,1,token_indices,that,is,that,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2092,spacy_only,1,token_indices,you,aren't,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2094,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2105,spacy_only,1,token_indices,you,are,you,be,AUX,13.0,12.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2108,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2114,spacy_only,1,token_indices,that's,that's,that,be,AUX,2.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2118,spacy_only,1,token_indices,those,are,those,be,AUX,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2118,spacy_only,1,token_indices,they,aren't,they,be,AUX,7.0,6.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2124,spacy_only,1,token_indices,you,can,you,can,AUX,6.0,5.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2132,spacy_only,1,token_indices,what's,what's,what,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2132,spacy_only,1,token_indices,Jeannine,saying,jeannine,say,VERB,2.0,3.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2134,spacy_only,1,token_indices,what,is,what,be,AUX,1.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2134,spacy_only,1,token_indices,Jeannine,saying,jeannine,say,VERB,3.0,4.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2143,spacy_only,1,token_indices,it,is,it,be,AUX,2.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2163,spacy_only,1,token_indices,who's,who's,who,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2164,spacy_only,1,token_indices,you,are,you,be,AUX,3.0,2.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2166,spacy_only,1,token_indices,you're,you're,you,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2178,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,MPI-EVA-Manchester,MPI-EVA-Manchester/Fraser/020504b.cha,2195,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,7,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,8,spacy_only,1,token_indices,what's,happening,what,happen,VERB,1.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,9,spacy_only,1,token_indices,what's,happening,what,happen,VERB,1.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,10,spacy_only,1,token_indices,weather,doing,weather,do,VERB,3.0,4.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,22,spacy_only,1,token_indices,that,was,that,be,AUX,2.0,3.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,55,spacy_only,1,token_indices,what's,what's,what,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,68,spacy_only,1,token_indices,we,aren't,we,be,AUX,10.0,9.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,79,spacy_only,1,token_indices,it,was,it,be,AUX,2.0,3.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,82,spacy_only,1,token_indices,it,was,it,be,AUX,3.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,84,spacy_only,1,token_indices,it,was,it,be,AUX,1.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,84,spacy_only,1,token_indices,it,wasn't,it,be,AUX,7.0,6.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,85,spacy_only,1,token_indices,what,was,what,be,AUX,1.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,97,spacy_only,1,token_indices,me,blow,i,blow,VERB,3.0,5.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,101,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,105,spacy_only,1,token_indices,you'll,be,you,be,AUX,1.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,160,spacy_only,1,token_indices,we're,we're,we,be,AUX,9.0,9.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,171,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,180,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,186,spacy_only,1,token_indices,that,was,that,be,AUX,1.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,195,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,214,spacy_only,1,token_indices,it,wasn't,it,be,AUX,2.0,3.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,223,spacy_only,1,token_indices,helicopter,is,helicopter,be,AUX,3.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,226,spacy_only,1,token_indices,I'm,I'm,i,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,227,spacy_only,1,token_indices,you're,you're,you,be,AUX,9.0,9.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,228,spacy_only,1,token_indices,this,was,this,be,AUX,3.0,4.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,229,spacy_only,1,token_indices,book,is,book,be,AUX,5.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,233,spacy_only,1,token_indices,it's,it's,it,be,AUX,2.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,235,spacy_only,1,token_indices,it's,it's,it,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,238,spacy_only,1,token_indices,it's,it's,it,be,AUX,2.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,246,spacy_only,1,token_indices,place,was,place,be,AUX,4.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,256,spacy_only,1,token_indices,it,was,it,be,AUX,7.0,8.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,256,spacy_only,1,token_indices,it,wasn't,it,be,AUX,16.0,15.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,261,spacy_only,1,token_indices,elephant,was,elephant,be,AUX,4.0,5.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,261,spacy_only,1,token_indices,he,wasn't,he,be,AUX,10.0,9.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,263,spacy_only,1,token_indices,it,was,it,be,AUX,1.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,263,spacy_only,1,token_indices,it,wasn't,it,be,AUX,7.0,6.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,264,spacy_only,1,token_indices,hair,coming,hair,come,VERB,4.0,5.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,271,spacy_only,1,token_indices,she,being,she,be,AUX,1.0,3.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,274,spacy_only,1,token_indices,monkey-s,doing,monkey,do,VERB,4.0,5.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,290,spacy_only,1,token_indices,it,was,it,be,AUX,2.0,3.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,299,spacy_only,1,token_indices,what's,what's,what,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,332,spacy_only,1,token_indices,it,be,it,be,AUX,3.0,5.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,347,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,348,spacy_only,1,token_indices,you,are,you,be,AUX,3.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,349,spacy_only,1,token_indices,you,are,you,be,AUX,2.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,354,spacy_only,1,token_indices,you,been,you,be,AUX,2.0,3.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,366,spacy_only,1,token_indices,that's,that's,that,be,AUX,2.0,2.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,374,spacy_only,1,token_indices,it,wasn't,it,be,AUX,6.0,5.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,375,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
Eng-UK,Manchester,Manchester/John/020821.cha,378,spacy_only,1,token_indices,that's,that's,that,be,AUX,1.0,1.0,,,,,,,
